strain_entity_id,lineage_95_block,formal_fold,role
STRAIN_000203,ANI95_0073,5,INNER_TRAIN
STRAIN_000204,ANI95_0012,5,INNER_TRAIN
STRAIN_000205,ANI95_0011,5,INNER_TRAIN
STRAIN_000206,ANI95_0011,5,INNER_TRAIN
STRAIN_000207,ANI95_0029,5,INNER_TRAIN
STRAIN_000208,ANI95_0012,5,INNER_TRAIN
STRAIN_000209,ANI95_0003,5,INNER_TRAIN
STRAIN_000211,ANI95_0003,5,INNER_TRAIN
STRAIN_000213,ANI95_0015,5,INNER_TRAIN
STRAIN_000214,ANI95_0001,5,INNER_TRAIN
STRAIN_000215,ANI95_0074,5,INNER_TRAIN
STRAIN_000217,ANI95_0011,5,INNER_TRAIN
STRAIN_000220,ANI95_0013,5,INNER_TRAIN
STRAIN_000221,ANI95_0002,5,INNER_TRAIN
STRAIN_000222,ANI95_0011,5,INNER_TRAIN
STRAIN_000223,ANI95_0011,5,INNER_TRAIN
STRAIN_000226,ANI95_0029,5,INNER_TRAIN
STRAIN_000227,ANI95_0078,5,INNER_TRAIN
STRAIN_000229,ANI95_0015,5,INNER_TRAIN
STRAIN_000233,ANI95_0001,5,INNER_TRAIN
STRAIN_000234,ANI95_0008,5,INNER_TRAIN
STRAIN_000236,ANI95_0079,5,INNER_TRAIN
STRAIN_000238,ANI95_0009,5,INNER_TRAIN
STRAIN_000241,ANI95_0001,5,INNER_TRAIN
STRAIN_000245,ANI95_0001,5,INNER_TRAIN
STRAIN_000246,ANI95_0011,5,INNER_TRAIN
STRAIN_000247,ANI95_0003,5,INNER_TRAIN
STRAIN_000248,ANI95_0003,5,INNER_TRAIN
STRAIN_000250,ANI95_0017,5,INNER_TRAIN
STRAIN_000252,ANI95_0013,5,INNER_TRAIN
STRAIN_000255,ANI95_0015,5,INNER_TRAIN
STRAIN_000256,ANI95_0009,5,INNER_TRAIN
STRAIN_000258,ANI95_0011,5,INNER_TRAIN
STRAIN_000260,ANI95_0001,5,INNER_TRAIN
STRAIN_000262,ANI95_0008,5,INNER_TRAIN
STRAIN_000263,ANI95_0008,5,INNER_TRAIN
STRAIN_000264,ANI95_0027,5,INNER_TRAIN
STRAIN_000265,ANI95_0002,5,INNER_TRAIN
STRAIN_000267,ANI95_0003,5,INNER_TRAIN
STRAIN_000272,ANI95_0017,5,INNER_TRAIN
STRAIN_000273,ANI95_0012,5,INNER_TRAIN
STRAIN_000274,ANI95_0012,5,INNER_TRAIN
STRAIN_000275,ANI95_0012,5,INNER_TRAIN
STRAIN_000279,ANI95_0011,5,INNER_TRAIN
STRAIN_000280,ANI95_0018,5,INNER_TRAIN
STRAIN_000281,ANI95_0003,5,INNER_TRAIN
STRAIN_000282,ANI95_0011,5,INNER_TRAIN
STRAIN_000286,ANI95_0016,5,INNER_TRAIN
STRAIN_000288,ANI95_0020,5,INNER_TRAIN
STRAIN_000289,ANI95_0003,5,INNER_TRAIN
STRAIN_000291,ANI95_0002,5,INNER_TRAIN
STRAIN_000292,ANI95_0001,5,INNER_TRAIN
STRAIN_000294,ANI95_0016,5,INNER_TRAIN
STRAIN_000295,ANI95_0013,5,INNER_TRAIN
STRAIN_000296,ANI95_0002,5,INNER_TRAIN
STRAIN_000297,ANI95_0016,5,INNER_TRAIN
STRAIN_000298,ANI95_0080,5,INNER_TRAIN
STRAIN_000299,ANI95_0003,5,INNER_TRAIN
STRAIN_000301,ANI95_0001,5,INNER_TRAIN
STRAIN_000302,ANI95_0001,5,INNER_TRAIN
STRAIN_000303,ANI95_0020,5,INNER_TRAIN
STRAIN_000304,ANI95_0013,5,INNER_TRAIN
STRAIN_000305,ANI95_0002,5,INNER_TRAIN
STRAIN_000306,ANI95_0026,5,INNER_TRAIN
STRAIN_000307,ANI95_0008,5,INNER_TRAIN
STRAIN_000308,ANI95_0009,5,INNER_TRAIN
STRAIN_000309,ANI95_0011,5,INNER_TRAIN
STRAIN_000310,ANI95_0011,5,INNER_TRAIN
STRAIN_000311,ANI95_0081,5,INNER_TRAIN
STRAIN_000312,ANI95_0016,5,INNER_TRAIN
STRAIN_000313,ANI95_0011,5,INNER_TRAIN
STRAIN_000316,ANI95_0018,5,INNER_TRAIN
STRAIN_000317,ANI95_0002,5,INNER_TRAIN
STRAIN_000318,ANI95_0001,5,INNER_TRAIN
STRAIN_000319,ANI95_0022,5,INNER_TRAIN
STRAIN_000320,ANI95_0008,5,INNER_TRAIN
STRAIN_000323,ANI95_0009,5,INNER_TRAIN
STRAIN_000324,ANI95_0022,5,INNER_TRAIN
STRAIN_000325,ANI95_0001,5,INNER_TRAIN
STRAIN_000326,ANI95_0003,5,INNER_TRAIN
STRAIN_000328,ANI95_0020,5,INNER_TRAIN
STRAIN_000330,ANI95_0001,5,INNER_TRAIN
STRAIN_000332,ANI95_0017,5,INNER_TRAIN
STRAIN_000335,ANI95_0003,5,INNER_TRAIN
STRAIN_000336,ANI95_0001,5,INNER_TRAIN
STRAIN_000337,ANI95_0001,5,INNER_TRAIN
STRAIN_000338,ANI95_0017,5,INNER_TRAIN
STRAIN_000340,ANI95_0001,5,INNER_TRAIN
STRAIN_000343,ANI95_0016,5,INNER_TRAIN
STRAIN_000344,ANI95_0009,5,INNER_TRAIN
STRAIN_000345,ANI95_0018,5,INNER_TRAIN
STRAIN_000346,ANI95_0013,5,INNER_TRAIN
STRAIN_000347,ANI95_0013,5,INNER_TRAIN
STRAIN_000348,ANI95_0013,5,INNER_TRAIN
STRAIN_000349,ANI95_0013,5,INNER_TRAIN
STRAIN_000350,ANI95_0012,5,INNER_TRAIN
STRAIN_000351,ANI95_0082,5,INNER_TRAIN
STRAIN_000352,ANI95_0020,5,INNER_TRAIN
STRAIN_000353,ANI95_0022,5,INNER_TRAIN
STRAIN_000354,ANI95_0023,5,INNER_TRAIN
STRAIN_000355,ANI95_0002,5,INNER_TRAIN
STRAIN_000356,ANI95_0002,5,INNER_TRAIN
STRAIN_000357,ANI95_0003,5,INNER_TRAIN
STRAIN_000360,ANI95_0011,5,INNER_TRAIN
STRAIN_000361,ANI95_0011,5,INNER_TRAIN
STRAIN_000362,ANI95_0001,5,INNER_TRAIN
STRAIN_000363,ANI95_0001,5,INNER_TRAIN
STRAIN_000365,ANI95_0002,5,INNER_TRAIN
STRAIN_000366,ANI95_0013,5,INNER_TRAIN
STRAIN_000367,ANI95_0012,5,INNER_TRAIN
STRAIN_000368,ANI95_0002,5,INNER_TRAIN
STRAIN_000369,ANI95_0001,5,INNER_TRAIN
STRAIN_000372,ANI95_0001,5,INNER_TRAIN
STRAIN_000373,ANI95_0017,5,INNER_TRAIN
STRAIN_000374,ANI95_0001,5,INNER_TRAIN
STRAIN_000375,ANI95_0008,5,INNER_TRAIN
STRAIN_000376,ANI95_0001,5,INNER_TRAIN
STRAIN_000378,ANI95_0001,5,INNER_TRAIN
STRAIN_000380,ANI95_0009,5,INNER_TRAIN
STRAIN_000383,ANI95_0003,5,INNER_TRAIN
STRAIN_000385,ANI95_0001,5,INNER_TRAIN
STRAIN_000386,ANI95_0002,5,INNER_TRAIN
STRAIN_000387,ANI95_0002,5,INNER_TRAIN
STRAIN_000389,ANI95_0019,5,INNER_TRAIN
STRAIN_000390,ANI95_0001,5,INNER_TRAIN
STRAIN_000393,ANI95_0009,5,INNER_TRAIN
STRAIN_000394,ANI95_0009,5,INNER_TRAIN
STRAIN_000396,ANI95_0001,5,INNER_TRAIN
STRAIN_000397,ANI95_0001,5,INNER_TRAIN
STRAIN_000399,ANI95_0001,5,INNER_TRAIN
STRAIN_000400,ANI95_0001,5,INNER_TRAIN
STRAIN_000401,ANI95_0015,5,INNER_TRAIN
STRAIN_000402,ANI95_0084,5,INNER_TRAIN
STRAIN_000404,ANI95_0001,5,INNER_TRAIN
STRAIN_000405,ANI95_0001,5,INNER_TRAIN
STRAIN_000407,ANI95_0085,5,INNER_TRAIN
STRAIN_000409,ANI95_0001,5,INNER_TRAIN
STRAIN_000410,ANI95_0009,5,INNER_TRAIN
STRAIN_000413,ANI95_0017,5,INNER_TRAIN
STRAIN_000416,ANI95_0001,5,INNER_TRAIN
STRAIN_000417,ANI95_0002,5,INNER_TRAIN
STRAIN_000418,ANI95_0001,5,INNER_TRAIN
STRAIN_000419,ANI95_0003,5,INNER_TRAIN
STRAIN_000420,ANI95_0009,5,INNER_TRAIN
STRAIN_000421,ANI95_0086,5,INNER_TRAIN
STRAIN_000422,ANI95_0002,5,INNER_TRAIN
STRAIN_000424,ANI95_0001,5,INNER_TRAIN
STRAIN_000425,ANI95_0017,5,INNER_TRAIN
STRAIN_000427,ANI95_0001,5,INNER_TRAIN
STRAIN_000428,ANI95_0003,5,INNER_TRAIN
STRAIN_000431,ANI95_0015,5,INNER_TRAIN
STRAIN_000432,ANI95_0001,5,INNER_TRAIN
STRAIN_000434,ANI95_0001,5,INNER_TRAIN
STRAIN_000435,ANI95_0001,5,INNER_TRAIN
STRAIN_000436,ANI95_0001,5,INNER_TRAIN
STRAIN_000437,ANI95_0001,5,INNER_TRAIN
STRAIN_000438,ANI95_0001,5,INNER_TRAIN
STRAIN_000440,ANI95_0001,5,INNER_TRAIN
STRAIN_000441,ANI95_0002,5,INNER_TRAIN
STRAIN_000445,ANI95_0019,5,INNER_TRAIN
STRAIN_000446,ANI95_0003,5,INNER_TRAIN
STRAIN_000447,ANI95_0003,5,INNER_TRAIN
STRAIN_000448,ANI95_0001,5,INNER_TRAIN
STRAIN_000449,ANI95_0012,5,INNER_TRAIN
STRAIN_000450,ANI95_0019,5,INNER_TRAIN
STRAIN_000451,ANI95_0001,5,INNER_TRAIN
STRAIN_000453,ANI95_0009,5,INNER_TRAIN
STRAIN_000454,ANI95_0001,5,INNER_TRAIN
STRAIN_000455,ANI95_0012,5,INNER_TRAIN
STRAIN_000457,ANI95_0003,5,INNER_TRAIN
STRAIN_000458,ANI95_0015,5,INNER_TRAIN
STRAIN_000459,ANI95_0008,5,INNER_TRAIN
STRAIN_000460,ANI95_0008,5,INNER_TRAIN
STRAIN_000461,ANI95_0008,5,INNER_TRAIN
STRAIN_000462,ANI95_0008,5,INNER_TRAIN
STRAIN_000463,ANI95_0015,5,INNER_TRAIN
STRAIN_000464,ANI95_0008,5,INNER_TRAIN
STRAIN_000465,ANI95_0015,5,INNER_TRAIN
STRAIN_000466,ANI95_0015,5,INNER_TRAIN
STRAIN_000467,ANI95_0015,5,INNER_TRAIN
STRAIN_000468,ANI95_0008,5,INNER_TRAIN
STRAIN_000469,ANI95_0008,5,INNER_TRAIN
STRAIN_000472,ANI95_0009,5,INNER_TRAIN
STRAIN_000473,ANI95_0088,5,INNER_TRAIN
STRAIN_000474,ANI95_0016,5,INNER_TRAIN
STRAIN_000477,ANI95_0008,5,INNER_TRAIN
STRAIN_000478,ANI95_0003,5,INNER_TRAIN
STRAIN_000479,ANI95_0001,5,INNER_TRAIN
STRAIN_000480,ANI95_0001,5,INNER_TRAIN
STRAIN_000483,ANI95_0009,5,INNER_TRAIN
STRAIN_000484,ANI95_0018,5,INNER_TRAIN
STRAIN_000490,ANI95_0001,5,INNER_TRAIN
STRAIN_000491,ANI95_0011,5,INNER_TRAIN
STRAIN_000492,ANI95_0001,5,INNER_TRAIN
STRAIN_000494,ANI95_0003,5,INNER_TRAIN
STRAIN_000496,ANI95_0001,5,INNER_TRAIN
STRAIN_000498,ANI95_0026,5,INNER_TRAIN
STRAIN_000501,ANI95_0001,5,INNER_TRAIN
STRAIN_000503,ANI95_0003,5,INNER_TRAIN
STRAIN_000504,ANI95_0009,5,INNER_TRAIN
STRAIN_000506,ANI95_0003,5,INNER_TRAIN
STRAIN_000507,ANI95_0003,5,INNER_TRAIN
STRAIN_000508,ANI95_0001,5,INNER_TRAIN
STRAIN_000511,ANI95_0001,5,INNER_TRAIN
STRAIN_000512,ANI95_0009,5,INNER_TRAIN
STRAIN_000513,ANI95_0009,5,INNER_TRAIN
STRAIN_000514,ANI95_0001,5,INNER_TRAIN
STRAIN_000516,ANI95_0022,5,INNER_TRAIN
STRAIN_000520,ANI95_0008,5,INNER_TRAIN
STRAIN_000521,ANI95_0008,5,INNER_TRAIN
STRAIN_000523,ANI95_0002,5,INNER_TRAIN
STRAIN_000524,ANI95_0012,5,INNER_TRAIN
STRAIN_000526,ANI95_0013,5,INNER_TRAIN
STRAIN_000529,ANI95_0003,5,INNER_TRAIN
STRAIN_000531,ANI95_0017,5,INNER_TRAIN
STRAIN_000532,ANI95_0017,5,INNER_TRAIN
STRAIN_000533,ANI95_0017,5,INNER_TRAIN
STRAIN_000535,ANI95_0001,5,INNER_TRAIN
STRAIN_000536,ANI95_0008,5,INNER_TRAIN
STRAIN_000537,ANI95_0001,5,INNER_TRAIN
STRAIN_000541,ANI95_0001,5,INNER_TRAIN
STRAIN_000542,ANI95_0012,5,INNER_TRAIN
STRAIN_000543,ANI95_0022,5,INNER_TRAIN
STRAIN_000544,ANI95_0001,5,INNER_TRAIN
STRAIN_000545,ANI95_0003,5,INNER_TRAIN
STRAIN_000546,ANI95_0001,5,INNER_TRAIN
STRAIN_000547,ANI95_0001,5,INNER_TRAIN
STRAIN_000548,ANI95_0001,5,INNER_TRAIN
STRAIN_000550,ANI95_0001,5,INNER_TRAIN
STRAIN_000551,ANI95_0003,5,INNER_TRAIN
STRAIN_000553,ANI95_0018,5,INNER_TRAIN
STRAIN_000554,ANI95_0003,5,INNER_TRAIN
STRAIN_000555,ANI95_0009,5,INNER_TRAIN
STRAIN_000558,ANI95_0001,5,INNER_TRAIN
STRAIN_000559,ANI95_0003,5,INNER_TRAIN
STRAIN_000560,ANI95_0003,5,INNER_TRAIN
STRAIN_000562,ANI95_0001,5,INNER_TRAIN
STRAIN_000568,ANI95_0001,5,INNER_TRAIN
STRAIN_000570,ANI95_0001,5,INNER_TRAIN
STRAIN_000571,ANI95_0001,5,INNER_TRAIN
STRAIN_000572,ANI95_0002,5,INNER_TRAIN
STRAIN_000573,ANI95_0001,5,INNER_TRAIN
STRAIN_000574,ANI95_0001,5,INNER_TRAIN
STRAIN_000575,ANI95_0009,5,INNER_TRAIN
STRAIN_000577,ANI95_0001,5,INNER_TRAIN
STRAIN_000578,ANI95_0001,5,INNER_TRAIN
STRAIN_000579,ANI95_0001,5,INNER_TRAIN
STRAIN_000580,ANI95_0003,5,INNER_TRAIN
STRAIN_000581,ANI95_0013,5,INNER_TRAIN
STRAIN_000582,ANI95_0001,5,INNER_TRAIN
STRAIN_000583,ANI95_0001,5,INNER_TRAIN
STRAIN_000584,ANI95_0001,5,INNER_TRAIN
STRAIN_000585,ANI95_0011,5,INNER_TRAIN
STRAIN_000586,ANI95_0001,5,INNER_TRAIN
STRAIN_000588,ANI95_0001,5,INNER_TRAIN
STRAIN_000591,ANI95_0001,5,INNER_TRAIN
STRAIN_000594,ANI95_0001,5,INNER_TRAIN
STRAIN_000598,ANI95_0001,5,INNER_TRAIN
STRAIN_000599,ANI95_0008,5,INNER_TRAIN
STRAIN_000600,ANI95_0016,5,INNER_TRAIN
STRAIN_000603,ANI95_0001,5,INNER_TRAIN
STRAIN_000604,ANI95_0011,5,INNER_TRAIN
STRAIN_000605,ANI95_0001,5,INNER_TRAIN
STRAIN_000606,ANI95_0001,5,INNER_TRAIN
STRAIN_000607,ANI95_0001,5,INNER_TRAIN
STRAIN_000608,ANI95_0001,5,INNER_TRAIN
STRAIN_000609,ANI95_0001,5,INNER_TRAIN
STRAIN_000610,ANI95_0022,5,INNER_TRAIN
STRAIN_000611,ANI95_0001,5,INNER_TRAIN
STRAIN_000612,ANI95_0001,5,INNER_TRAIN
STRAIN_000613,ANI95_0001,5,INNER_TRAIN
STRAIN_000614,ANI95_0002,5,INNER_TRAIN
STRAIN_000615,ANI95_0011,5,INNER_TRAIN
STRAIN_000617,ANI95_0001,5,INNER_TRAIN
STRAIN_000618,ANI95_0001,5,INNER_TRAIN
STRAIN_000619,ANI95_0001,5,INNER_TRAIN
STRAIN_000620,ANI95_0001,5,INNER_TRAIN
STRAIN_000621,ANI95_0001,5,INNER_TRAIN
STRAIN_000622,ANI95_0012,5,INNER_TRAIN
STRAIN_000623,ANI95_0001,5,INNER_TRAIN
STRAIN_000626,ANI95_0008,5,INNER_TRAIN
STRAIN_000630,ANI95_0001,5,INNER_TRAIN
STRAIN_000632,ANI95_0001,5,INNER_TRAIN
STRAIN_000633,ANI95_0008,5,INNER_TRAIN
STRAIN_000634,ANI95_0013,5,INNER_TRAIN
STRAIN_000635,ANI95_0012,5,INNER_TRAIN
STRAIN_000636,ANI95_0002,5,INNER_TRAIN
STRAIN_000637,ANI95_0002,5,INNER_TRAIN
STRAIN_000638,ANI95_0002,5,INNER_TRAIN
STRAIN_000639,ANI95_0003,5,INNER_TRAIN
STRAIN_000640,ANI95_0009,5,INNER_TRAIN
STRAIN_000641,ANI95_0009,5,INNER_TRAIN
STRAIN_000642,ANI95_0009,5,INNER_TRAIN
STRAIN_000643,ANI95_0009,5,INNER_TRAIN
STRAIN_000644,ANI95_0001,5,INNER_TRAIN
STRAIN_000646,ANI95_0001,5,INNER_TRAIN
STRAIN_000650,ANI95_0003,5,INNER_TRAIN
STRAIN_000651,ANI95_0003,5,INNER_TRAIN
STRAIN_000652,ANI95_0008,5,INNER_TRAIN
STRAIN_000654,ANI95_0003,5,INNER_TRAIN
STRAIN_000656,ANI95_0001,5,INNER_TRAIN
STRAIN_000657,ANI95_0003,5,INNER_TRAIN
STRAIN_000658,ANI95_0012,5,INNER_TRAIN
STRAIN_000661,ANI95_0001,5,INNER_TRAIN
STRAIN_000662,ANI95_0002,5,INNER_TRAIN
STRAIN_000664,ANI95_0001,5,INNER_TRAIN
STRAIN_000667,ANI95_0001,5,INNER_TRAIN
STRAIN_000668,ANI95_0008,5,INNER_TRAIN
STRAIN_000669,ANI95_0001,5,INNER_TRAIN
STRAIN_000673,ANI95_0020,5,INNER_TRAIN
STRAIN_000674,ANI95_0001,5,INNER_TRAIN
STRAIN_000675,ANI95_0001,5,INNER_TRAIN
STRAIN_000676,ANI95_0013,5,INNER_TRAIN
STRAIN_000681,ANI95_0011,5,INNER_TRAIN
STRAIN_000682,ANI95_0001,5,INNER_TRAIN
STRAIN_000683,ANI95_0001,5,INNER_TRAIN
STRAIN_000685,ANI95_0001,5,INNER_TRAIN
STRAIN_000687,ANI95_0008,5,INNER_TRAIN
STRAIN_000689,ANI95_0003,5,INNER_TRAIN
STRAIN_000690,ANI95_0001,5,INNER_TRAIN
STRAIN_000691,ANI95_0001,5,INNER_TRAIN
STRAIN_000692,ANI95_0003,5,INNER_TRAIN
STRAIN_000694,ANI95_0001,5,INNER_TRAIN
STRAIN_000696,ANI95_0008,5,INNER_TRAIN
STRAIN_000697,ANI95_0003,5,INNER_TRAIN
STRAIN_000698,ANI95_0003,5,INNER_TRAIN
STRAIN_000699,ANI95_0003,5,INNER_TRAIN
STRAIN_000700,ANI95_0003,5,INNER_TRAIN
STRAIN_000701,ANI95_0001,5,INNER_TRAIN
STRAIN_000703,ANI95_0001,5,INNER_TRAIN
STRAIN_000704,ANI95_0001,5,INNER_TRAIN
STRAIN_000705,ANI95_0003,5,INNER_TRAIN
STRAIN_000706,ANI95_0002,5,INNER_TRAIN
STRAIN_000708,ANI95_0016,5,INNER_TRAIN
STRAIN_000709,ANI95_0003,5,INNER_TRAIN
STRAIN_000710,ANI95_0001,5,INNER_TRAIN
STRAIN_000711,ANI95_0003,5,INNER_TRAIN
STRAIN_000712,ANI95_0001,5,INNER_TRAIN
STRAIN_000713,ANI95_0001,5,INNER_TRAIN
STRAIN_000714,ANI95_0008,5,INNER_TRAIN
STRAIN_000716,ANI95_0001,5,INNER_TRAIN
STRAIN_000717,ANI95_0013,5,INNER_TRAIN
STRAIN_000718,ANI95_0001,5,INNER_TRAIN
STRAIN_000719,ANI95_0002,5,INNER_TRAIN
STRAIN_000720,ANI95_0012,5,INNER_TRAIN
STRAIN_000721,ANI95_0024,5,INNER_TRAIN
STRAIN_000722,ANI95_0001,5,INNER_TRAIN
STRAIN_000723,ANI95_0003,5,INNER_TRAIN
STRAIN_000726,ANI95_0002,5,INNER_TRAIN
STRAIN_000727,ANI95_0001,5,INNER_TRAIN
STRAIN_000728,ANI95_0018,5,INNER_TRAIN
STRAIN_000729,ANI95_0018,5,INNER_TRAIN
STRAIN_000730,ANI95_0001,5,INNER_TRAIN
