strain_entity_id,outer_fold,embedding_row
STRAIN_000938,1,196
STRAIN_000939,1,197
STRAIN_000942,1,198
STRAIN_000945,1,199
STRAIN_000946,1,200
STRAIN_000949,1,201
STRAIN_000951,1,202
STRAIN_000957,1,203
STRAIN_000958,1,204
STRAIN_000959,1,205
STRAIN_000964,1,206
STRAIN_000970,1,207
STRAIN_000976,1,208
STRAIN_000977,1,209
STRAIN_000980,1,210
STRAIN_000989,1,211
STRAIN_000990,1,212
STRAIN_000994,1,213
STRAIN_001005,1,214
STRAIN_001006,1,215
STRAIN_001007,1,216
STRAIN_001014,1,217
STRAIN_001018,1,218
STRAIN_001021,1,219
STRAIN_001025,1,220
